MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	±¸×¢
282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (4) 
283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (4) 
284	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (4) 
285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (4) 
286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (4) 
287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (4) 
288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (4) 
289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
290	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (5) 
299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (6) 
309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
310	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
312	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÈy Tñy ®¶o s¬n ®éng (7) 
319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L©m Du Quan
320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ch©n nói Tr­êng B¹ch
321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng B¹ch s¬n Nam 
322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng B¹ch s¬n B¾c
323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§iÓm b¸o danh Tèng Kim (s¬ cÊp) 
324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§iÓm b¸o danh Tèng Kim (trung cÊp) 
325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§iÓm b¸o danh Tèng Kim (cao cÊp) 
326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc b×nh nguyªn (s¬ cÊp) 
327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc b×nh nguyªn (trung cÊp) 
328	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc b×nh nguyªn (cao cÊp) 
329	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc Hµ T©n (s¬ cÊp) 
330	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc Hµ T©n (trung cÊp) 
331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc Hµ T©n (cao cÊp) 
332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Long Tù
333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hoa S¬n ph¸i
336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Phong L¨ng ®é
337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	BÕn thuyÒn 1
338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	BÕn thuyÒn 2
339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	BÕn thuyÒn 3
340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	M¹c Cao QuËt
341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	M¹c B¾c Th¶o Nguyªn
342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vi s¬n ®¶o
344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thµnh trÊn (s¬ cÊp) 
345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thµnh trÊn (trung cÊp) 
346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thµnh trÊn (cao cÊp) 
347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	S¬n cèc (s¬ cÊp) 
348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	S¬n cèc (trung cÊp) 
349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	S¬n cèc (cao cÊp) 
350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th©m l©m (s¬ cÊp) 
351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th©m l©m (trung cÊp) 
352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th©m l©m (cao cÊp) 
353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Doanh tr¹i (s¬ cÊp) 
354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Doanh tr¹i (trung cÊp) 
355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Doanh tr¹i (cao cÊp) 
357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu B×nh nguyªn (S¬ cÊp) 
358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu B×nh nguyªn (Trung cÊp) 
359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu B×nh nguyªn (Cao cÊp) 
360	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Hµ t©n (S¬ cÊp) 
361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Hµ t©n (Trung cÊp) 
362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Hµ t©n (Cao cÊp) 
363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Th©m l©m (S¬ cÊp) 
364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Th©m l©m (Trung cÊp) 
365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Th©m l©m (Cao cÊp) 
366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu S¬n cèc (S¬ cÊp) 
367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu S¬n cèc (Trung cÊp) 
368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu S¬n cèc (Cao cÊp) 
369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Thµnh trÊn (S¬ cÊp) 
370	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Thµnh trÊn (Trung cÊp) 
371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Thµnh trÊn (Cao cÊp) 
372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Doanh tr¹i (S¬ cÊp) 
373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Doanh tr¹i (Trung cÊp) 
374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¬n ®Êu Doanh tr¹i (Cao cÊp) 
375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Tèng Kim cò (s¬ cÊp) 
376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Tèng Kim cò (trung cÊp) 
377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Tèng Kim (cao cÊp) 
378	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Xung phong (S¬ cÊp) 
379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Xung phong (Trung cÊp) 
380	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Xung phong (Cao cÊp) 
381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th©m l©m (s¬ cÊp) 
382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th©m l©m (trung cÊp) 
383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th©m l©m (cao cÊp) 
384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	CÇu ranh giíi (s¬ cÊp) 
385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	CÇu ranh giíi (trung cÊp) 
386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	CÇu ranh giíi (cao cÊp) 
388	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Phong Kú (90 - 119) 
389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Phong Kú (trªn 120) 
391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	S¬n ThÇn MiÕu (90 - 119) 
392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	S¬n ThÇn MiÕu (trªn 120) 
394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn B¶o khè (90 - 119) 
395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn B¶o khè (trªn 120) 
396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (1)
397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (1)
398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (2)
399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (2)
400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (3)
401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (3)
402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (4)
403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (4)
404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (5)
405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (5)
406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (6)
407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (6)
408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (7)
409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (7)
410	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (8)
411	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (8)
412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (9)
413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (9)
414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu KiÖt xuÊt (10)
415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu KiÖt xuÊt (10)
416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (1) 
417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (2) 
418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (3) 
419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (4) 
420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (5) 
421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (6) 
422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (7) 
423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (8) 
424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (1) 
425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (2) 
426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (3) 
427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (4) 
428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (5) 
429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (6) 
430	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (7) 
431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (8) 
432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (9) 
433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (10) 
434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (11) 
435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (12) 
436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (13) 
437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (14) 
438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (15) 
439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (16) 
440	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (9) 
441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (10) 
442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (11) 
443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (12) 
444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (13) 
445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (14) 
446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (15) 
447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång s¬ cÊp (16) 
448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (17) 
449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (18) 
450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (19) 
451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (20) 
452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (21) 
453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (22) 
454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (23) 
455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (24) 
456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (25) 
457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (26) 
458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (27) 
459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (28) 
460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (29) 
461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (30) 
462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (31) 
463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThuyÒn Rång cao cÊp (32) 
464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (S¬ cÊp 1) 
465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (S¬ cÊp 2) 
466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (S¬ cÊp 3) 
467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (S¬ cÊp 4) 
468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (S¬ cÊp 5) 
469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (S¬ cÊp 6) 
470	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (S¬ cÊp 7) 
471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (S¬ cÊp 8) 
480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 1) 
481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 2) 
482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 3) 
483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 4) 
484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 5) 
485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 6) 
486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 7) 
487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 8) 
488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 9) 
489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 10) 
490	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 11) 
491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 12) 
492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 13) 
493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 14) 
494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 15) 
495	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th¸ch thøc thêi gian (Cao cÊp 16) 
512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	V©n Trung §¹o
513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¸ch Hoa Cèc
514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	S¬n TÆc ®éng
515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tö Hµ LÜnh
516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thñ thµnh phe Tèng
517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thñ thµnh phe Kim
518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¸o danh thñ thµnh phe Tèng
519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¸o danh thñ thµnh phe Kim
520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (Ph­îng T­êng) 
521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (Thµnh §«) 
522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (BiÖn Kinh) 
523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (T­¬ng D­¬ng) 
524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (D­¬ng Ch©u) 
525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (§¹i Lý) 
526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (L©m An) 
527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc liªn ®Êu (1) 
528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc liªn ®Êu (2) 
529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc liªn ®Êu kiÖt xuÊt (1) 
530	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc liªn ®Êu kiÖt xuÊt (2) 
531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChuÈn bÞ liªn ®Êu (1) 
532	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChuÈn bÞ liªn ®Êu (2) 
533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChuÈn bÞ liªn ®Êu kiÖt xuÊt (1) 
534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChuÈn bÞ liªn ®Êu kiÖt xuÊt (2) 
535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (1) 
536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (2) 
537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu kiÖt xuÊt (1) 
538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu kiÖt xuÊt (2) 
539	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca M«n cÊm ®Þa
540	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (1)
541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (1)
542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (2)
543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (2)
544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (3)
545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (3)
546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (4)
547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (4)
548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (5)
549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (5)
550	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (6)
